video_id,query,title,comment_id,comment_text,published_at
7nHp8BeHYbE,depression,Sourav Joshi Depression Meme Roast 🔥,Ugx_4vhB2WEUR9iw-eB4AaABAg,Shayad allen ke views aane band Ho Gaye han theek hai Sourav Joshi ki video se sabko views milte Hain per tujhe nahin milenge bhai😂lol,2026-03-05T07:38:28Z
7nHp8BeHYbE,depression,Sourav Joshi Depression Meme Roast 🔥,Ugzhz0cLZkXnAPpcPQh4AaABAg,😂😂,2026-03-05T07:36:30Z
7nHp8BeHYbE,depression,Sourav Joshi Depression Meme Roast 🔥,Ugzh5H5gg-nL1y_Vj_x4AaABAg,"Forget roasting him, you couldn't even lay a finger on him😂",2026-03-05T07:36:00Z
7nHp8BeHYbE,depression,Sourav Joshi Depression Meme Roast 🔥,Ugxbk8ZDwM52kercuG14AaABAg,❤❤❤❤❤,2026-03-05T07:35:59Z
7nHp8BeHYbE,depression,Sourav Joshi Depression Meme Roast 🔥,UgxXL75qnCArkWdE8jB4AaABAg,Aab aap aache video kyu nahi bana te ho😢😢😢,2026-03-05T07:35:39Z
7nHp8BeHYbE,depression,Sourav Joshi Depression Meme Roast 🔥,Ugy3X_dsvps9ChOhYJp4AaABAg,Views nhi aarhe alien bhai?,2026-03-05T07:34:41Z
7nHp8BeHYbE,depression,Sourav Joshi Depression Meme Roast 🔥,Ugxff7024rgrPyqNcgR4AaABAg,"Aryan AllenChoudhary 
👖👕😎😎🎉🎉",2026-03-05T07:34:36Z
7nHp8BeHYbE,depression,Sourav Joshi Depression Meme Roast 🔥,UgwCfNq7MXr_mfUDTq14AaABAg,Abe chal 🤡,2026-03-05T07:33:32Z
MGZEaAhpDrw,depression,Hier beginnt deine Depression! #blockadenlösen #schamanismus #depression,UgyuYKNtZyxF_ddGa194AaABAg,sich mal aus dem hamsterrad zu befreien würd schon vielen helfen...,2026-03-05T14:09:59Z
MGZEaAhpDrw,depression,Hier beginnt deine Depression! #blockadenlösen #schamanismus #depression,Ugxfprfls3Pq8PQWSIh4AaABAg,Oh je,2026-03-05T10:47:10Z
MGZEaAhpDrw,depression,Hier beginnt deine Depression! #blockadenlösen #schamanismus #depression,Ugw5xWcFlNyJ6fkJRHd4AaABAg,": ) sich selbst aushalten DÜRFEN.
""Komm, ich mute mich mich selbst jetzt mal zu! Das darf! ich."" 
Ich mag diese Formulierung - sehr.
🌺",2026-03-05T09:30:26Z
MGZEaAhpDrw,depression,Hier beginnt deine Depression! #blockadenlösen #schamanismus #depression,UgwmuvoFzZJolObgaC54AaABAg,"Sie haben Babylon erschaffen, und hören nicht auf
- in Großstädten gesund zu bleiben ist einfach nicht möglich.
Wer social media konsumiert auch nicht.
Alles so designed.

Nicht verrückt machen lassen..
Ihr seid ok so wie ihr seid.
🌻",2026-03-05T08:37:45Z
MGZEaAhpDrw,depression,Hier beginnt deine Depression! #blockadenlösen #schamanismus #depression,Ugy4gkAtpMCbkMbyWX94AaABAg,Oh ja.. wie wahr 🫣,2026-03-05T07:20:57Z
5NoFsDSgLTY,depression,Кишечник и депрессия #личность #психологшамильфаталиев #кишечник #депрессия,UgyyA-m9dJ0Ma1Yzakh4AaABAg,В первую очередь надо идти к Богу. И владеть своими чувствами. Идите за святыми.то наше спасение. Святые не нуждаются в аптеке,2026-03-06T01:15:41Z
5NoFsDSgLTY,depression,Кишечник и депрессия #личность #психологшамильфаталиев #кишечник #депрессия,Ugxf0nPZJklbfDXdpBJ4AaABAg,А как насчёт гемато-енцефалического барьера??,2026-03-06T00:49:35Z
FKxY7dfeU3Q,depression,Depression... 🧐 #shorts #depression #play #trending #viral,UgxyR_edW7YAlBbEzdV4AaABAg,😂😂,2026-03-05T05:23:46Z
3-oHFOpoz4A,depression,One Tap is My Only Escape 💔 #Depression #FreeFire&quot;,UgzixE_RHJZ0lY25FPV4AaABAg,"Khamoshi mein hi sukoon hai... 🌑 Ek aur One Tap montage aap sab ke liye. Subscribe for more! 🔥""",2026-03-05T04:41:23Z
3-oHFOpoz4A,depression,One Tap is My Only Escape 💔 #Depression #FreeFire&quot;,UgzQ05-qISNSE8Clz7x4AaABAg,😮😮😮😮,2026-03-05T15:27:32Z
3-oHFOpoz4A,depression,One Tap is My Only Escape 💔 #Depression #FreeFire&quot;,UgybkxwUq-ltLGLvKtF4AaABAg,Nice bro 👍👌,2026-03-05T04:54:15Z
3-oHFOpoz4A,depression,One Tap is My Only Escape 💔 #Depression #FreeFire&quot;,Ugx7BTDyl9Ut4iRAhwR4AaABAg,Op bro 👍,2026-03-05T04:52:21Z
3-oHFOpoz4A,depression,One Tap is My Only Escape 💔 #Depression #FreeFire&quot;,UgyQR-vJe_LuqpmzFo54AaABAg,Nice bro 👍,2026-03-05T04:50:37Z
LSgl3OJtbO0,depression,#shorts #nostalgia #aniversario #shortsfeed #depression #ansiedad #shorts #deprem #viral #trending,Ugzpfk38zhcGyfj7ff94AaABAg,Guíen se fue,2026-03-05T17:22:18Z
LSgl3OJtbO0,depression,#shorts #nostalgia #aniversario #shortsfeed #depression #ansiedad #shorts #deprem #viral #trending,UgwhsE9S93-xLk2Hw6B4AaABAg,8 meses y la extrano un monton mami tqm❤😂🎉,2026-03-05T05:26:33Z
LSgl3OJtbO0,depression,#shorts #nostalgia #aniversario #shortsfeed #depression #ansiedad #shorts #deprem #viral #trending,Ugz55Zq5xppEzNxL8RV4AaABAg,"Pueden pasar 10,20 años y seguirá siendo el mismo dolor desgarrador que siente el alma.",2026-03-05T04:43:00Z
u84mO1-qQyg,depression,मैं हर दम डिप्रेशन में रहता हूं #kingbhaiup45 #desicomedy #comedycomedyfilms #depression #funny,UgwJplKNnadteHdgolV4AaABAg,😂😂😂😂😂😂😂,2026-03-05T05:19:22Z
u84mO1-qQyg,depression,मैं हर दम डिप्रेशन में रहता हूं #kingbhaiup45 #desicomedy #comedycomedyfilms #depression #funny,Ugx2GDTziJqPZzdGQG54AaABAg,❤❤🎂🙏🌹🎉😂🥰,2026-03-05T05:01:46Z
1CJdNUIp3GU,depression,#leccionesdevida #nostalgia #depression #shorts #fyp #teamo #love #llamadas#depression #tristeverano,Ugx519xxjLpYdB3XHcR4AaABAg,Gracias a Jehová Dios por la vida gracias a Dios los bendiga bendiciones gracias por igual para mí y Jehová Dios me bendiga y me mande muchas bendiciones para mí gracias Jehová Dios por amarme ❤😊😊😊,2026-03-05T20:34:44Z
m-hu2cMqWJM,depression,The UK07 Rider Depression &amp; Family Issues | Truth Behind the Recent Video@TheUK07Rider @Babubhaiya07,UgySLAA6uP_2qsUdsNJ4AaABAg,kisne kaha tha rent se gadiya lene ko views keliye oor to oor i bet ye sab bhi views keliye karraha hai,2026-03-05T05:35:28Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),Ugzq5gADC9H5F6aho1R4AaABAg,"Sir please ek Eid ke liye special video banaaiye please  list complement getting type ,😇❤️",2026-03-05T20:28:51Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),Ugzfe95zD440ikplNDB4AaABAg,"Tree of Love:

Fruit of love is oft bitter;
Seldom sour but never sweet.
Do not pluck it for a treat,
To sate the ever-hungry heart -
Nigh today; the morrow apart.

Tree of love: the tree of wants,
A sceptre that forever haunts
The hearts of unwise men,
Lost in the vigour of a den -
Made of bones, flesh, and blood,
A marvel today, tomorrow mud.

Soul’s Love: the perfect Love,
One who knows is ever above
The endless web of me and you,
Old today; forever new.

Myriad forms but One in all,
Lion’s roar or a cuckoo’s call.
He is Love, I forever say,
And the Tree of Love is heaven’s play.

By- Kanav Dev Sharma. 

Dr. Sahab, I wrote this poem a few years ago. It resonates with the subtle nuances of your noble post.",2026-03-05T19:27:31Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgxPPBks0BJHlMoY28F4AaABAg,❤,2026-03-05T18:42:59Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),Ugy46wCiBySUhi2Y5Ex4AaABAg,"For the past 4 years i have been getting panic attacks when I sleep, and  2 years ago i was diagnosed with bipolar disorder, and I also have ADHD. I'm still going through it, all these things happened to me because of something which have happend in my life, and I still haven't shared this with my parents or my sibling but after seeing the whole video i feel a bit light, I really don't know why, but yeah 

Thanks for this bhai, appreciate it a lot❤",2026-03-05T17:08:18Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),Ugw36kzi1apxo8LCIjd4AaABAg,"Bhaiya, you may agree to this that by observing nature i.e watching rivers flora and fauna and listening birds insect and jungle sounds itself a medicine to relieve stress and anxiety",2026-03-05T16:56:37Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgxGRh4z1wT2yA5pyx14AaABAg,Tedx < Gurujix,2026-03-05T15:37:41Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgxpBlb3UNAvCVrzZDZ4AaABAg,Love from Pakistan,2026-03-05T15:36:21Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgyEnbM7Ik4wZMwmAex4AaABAg,Thank you Guruji. Really needed to hear that. Been feeling lost  lately.,2026-03-05T14:18:11Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgzuJg5Dd1HGu_ZB_IF4AaABAg,Thank you for this video. From discussing notes of perfumes to notes for life...🙏,2026-03-05T12:49:07Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgyKMpigQKc4EqLeqLJ4AaABAg,Thank you 🙏 accepting request.. this very important topic no one understands till u own suffer.. ghar waley hi mazak banatey hai 😂.. depression is gift from ur own freind and family,2026-03-05T12:47:18Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgzaMQECcxeIUoYlLwx4AaABAg,"Love you Guruji.❤I have been battling undiagnosed ADHD and social anxiety due to premature hairfall and greying, psoriasis, obesity. I cannot face my old friends or talk to new people. I have zero self respect and will power left. Have been smoking since high school on and off. But I still believe that one day I will be able to deal with all this and learn to respect myself and take up space in this world. Today was a very low day for me but saw your video. I feel scared to go for professional help maybe because I don't want to label myself, still thinking on it. Thanks a lot.",2026-03-05T11:36:01Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgyyYDeQrNgqM1fvVaR4AaABAg,Hello Guruji ❤ Thank you for taking time and making these types of video ❤ its Really help us 🙏🏻,2026-03-05T11:16:57Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgzC4YxUDCrKaa4pIcN4AaABAg,Most beautiful channel on Youtube,2026-03-05T11:02:15Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgzgB0Ixxcqh7res-EF4AaABAg,"Sir i am literally crying after hearing 
God bless you ❤",2026-03-05T10:27:34Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgxBgR9yLAQMJyT--CV4AaABAg,Thanks for the video ❤,2026-03-05T09:55:56Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgzxoMRFvDda6S-nALh4AaABAg,"Dear sir, I can’t find your old videos I wanted to see your Afnan supremacy review, why have you deleted them?",2026-03-05T09:24:49Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),Ugw_hbKIcOWTTC-jWPh4AaABAg,"Sansar me dukh he.
Dukh ke kaaran he.
Dukh ke nivaran he.
Nivaran ke liye marg he.",2026-03-05T08:58:15Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgxTrvcGZdMb0xf_EvB4AaABAg,from notes of perfumes to notes for life ❤,2026-03-05T08:34:47Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),Ugz367WXfKA1ZTVqy9l4AaABAg,Thank you so much ese video ki zrurat bohot h hame,2026-03-05T08:27:21Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgydNZVyb-8RNjxs8Md4AaABAg,"Guruji, kya pahado pe jake rehne ka man karta hai, kya ye sahi hai, ya koi naya fitoor hai ya koi naya rog hai ?",2026-03-05T08:18:28Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgzZRrHuBAV12LyFfnB4AaABAg,"Sandeep Maheshwari - ❌️ 
perfume guru( dr. Sahab) - ✅️

Dhanyawaad sir ❤",2026-03-05T08:05:08Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),Ugx3pVLNK4hXYBqPCUJ4AaABAg,"Video 🎇
Can we have these type of video once in a month",2026-03-05T07:53:50Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),Ugyr23oZ0k63xF2jeih4AaABAg,Sir mera budget 1000 h mjhe koi summer perfume suggest kr djiyena please 🙏,2026-03-05T06:31:49Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),Ugx2ldSz53gAKNk0tg94AaABAg,Guruji 🙂‍↕️,2026-03-05T06:27:15Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgymPvrThqjLd6xgPvZ4AaABAg,America is the country having highest rapes in the whole world but yet the media gave Delhi the rape capital tag.,2026-03-05T06:21:42Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgzCJOLTZ0RITNjdghJ4AaABAg,"Dr sahab, kya pital or kansa ke bartan main khana chahiya, koi nuksaan to nahi hoga?",2026-03-05T05:50:48Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgxPJxWjPfx3W8PCbM54AaABAg,"Perfume Guru ✅
Life Guru ✅✅

Thank you for this Nikhil Sir!",2026-03-05T05:35:11Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),Ugz3X-8x2tDzVQ0FgQx4AaABAg,"Thanks Guruji ❤❤❤. This is a topic that resonates with nearly all and sundry. A disease which is not given importance to. A silent killer. Will forward this to a few friends who require this guidance 👍🏾👍🏾👍🏾pls continue ur good work. I was saddened by only one thing, being a tamilian I am an avid filter coffee drinker. I guess  u now know why I am saddened 😃😃😃",2026-03-05T05:05:12Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgzxG8mvLcrl33wJfCh4AaABAg,"15:56 ""bhala bhok denge"" 😂😂😂 spit my coffee all over my phone 😅😂😂",2026-03-05T05:00:14Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgwlRWSh1005MxzfJXx4AaABAg,"Keep dropping thease gems sir🫡
As a med student,Having u as a GURU in any field is a blessing...",2026-03-05T04:55:16Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgxgrdUlHrEf6hGvvCB4AaABAg,Sir these videos you are putting up regarding mental physical health are really gr8 and best motivation and help for me,2026-03-05T04:37:26Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgzNvOzMak99cY7j1j14AaABAg,"♥️I love the outdoors intro. 
This video is so close to home. Thank you, Sir for putting out such incredible content. You are a great teacher. 🌟",2026-03-05T04:31:29Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgyXUokOygk9E4HePGp4AaABAg,"Thank u sir........
Sir main natural oud attar try  karna chata hu.
Kya main attar ayub and co.
Colaba wale ke dehnal oud hindi kadim  se start kar sakta hu........
Ya fir kisi aur house se start karu......,",2026-03-05T04:30:47Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgzTyKmM_y86KthJ3LJ4AaABAg,"Bhaiya, aap Kamaal ho.. ❤",2026-03-05T04:29:46Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgwzlUAwzLkzHJiOJ0x4AaABAg,Thank you for this! :) Breath of fresh air!,2026-03-05T03:59:44Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgwFckJAM6ME11KM0h54AaABAg,This content is golden. 😊,2026-03-05T03:56:24Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),Ugxl--3S1QlEAN46LBB4AaABAg,"Dhanyawad guru ji wo live bhot helpful tha indeed but delete ho gya tha then this video is no lesser than a boon for some 
And guruji i want to ask you something i m currently pursuing masters from Sydney its been 6 months but every thing still feel so distant even daily chores. Income and facilities etc are better here but I don’t ever felt i m living its more like surviving I don’t mind hardwork i always think of getting back home but that is not easy either 
If u can share your guidance it will helpful - should i stay and grt some work exp then come back or after my studies? Cause i always count on day till date to get back home  between sem break ?",2026-03-05T03:48:42Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),Ugzw92PGiyk4boVD8Ax4AaABAg,Excellent,2026-03-05T03:48:37Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),UgyMUB5pYKxbq7U1GUd4AaABAg,Thanks for your uplifting videos. Nature is mother and mother is so beautiful.,2026-03-05T03:36:58Z
D8ycN9Sem6o,depression,A Self Help Guide for Anxiety &amp; Depression 🧘🏼‍♂️ (It’s Curable),Ugz-gVtJXK2DIkjfpLN4AaABAg,Good morning guruji ❤❤,2026-03-05T03:35:17Z
P_cWxiIcuDI,depression,"Mother Pleads with Parents to Listen as Teen Battles Depression and Runs Away(MARCH 4TH, 2026)",UgwyNpDnOhADaEdQxk14AaABAg,What's  her name on tik  tok,2026-03-05T23:41:38Z
P_cWxiIcuDI,depression,"Mother Pleads with Parents to Listen as Teen Battles Depression and Runs Away(MARCH 4TH, 2026)",UgwU3ORvNvvhUtdothR4AaABAg,.,2026-03-05T20:38:41Z
P_cWxiIcuDI,depression,"Mother Pleads with Parents to Listen as Teen Battles Depression and Runs Away(MARCH 4TH, 2026)",UgzLqPl9VhpQGoKrjmB4AaABAg,Please baby girl Come home hunny so your mommy can feel better don't be afraid i hope everything is ok  with you come home,2026-03-05T20:23:23Z
P_cWxiIcuDI,depression,"Mother Pleads with Parents to Listen as Teen Battles Depression and Runs Away(MARCH 4TH, 2026)",UgzPKzqOD1ftGjtj6uh4AaABAg,ITS FEB 28 NOT MARCH 28..,2026-03-05T20:13:50Z
P_cWxiIcuDI,depression,"Mother Pleads with Parents to Listen as Teen Battles Depression and Runs Away(MARCH 4TH, 2026)",UgxgRCX3Pb5zptyYqCx4AaABAg,"Family lives are being destroyed, targeted in so many ways. There is not much quality  family life anymore. When there is a holiday for family to spend that quality at home with their children, business places open and children are being left alone with their gadgets.",2026-03-05T17:21:50Z
P_cWxiIcuDI,depression,"Mother Pleads with Parents to Listen as Teen Battles Depression and Runs Away(MARCH 4TH, 2026)",Ugwa_8k5UldyLLV1Mgx4AaABAg,Kids at school are so cruel,2026-03-05T14:34:38Z
P_cWxiIcuDI,depression,"Mother Pleads with Parents to Listen as Teen Battles Depression and Runs Away(MARCH 4TH, 2026)",UgygdZEbeXkYzlVVUH14AaABAg,"Teenagers go through so much, we parents have to pray on our knees daily for our children, young and old.",2026-03-05T13:17:07Z
P_cWxiIcuDI,depression,"Mother Pleads with Parents to Listen as Teen Battles Depression and Runs Away(MARCH 4TH, 2026)",Ugx1aeldgZS0lqqRLLF4AaABAg,"Teenagers go through so much, we parents have to pray on our knees daily for our children, young and old.",2026-03-05T13:16:50Z
P_cWxiIcuDI,depression,"Mother Pleads with Parents to Listen as Teen Battles Depression and Runs Away(MARCH 4TH, 2026)",Ugztt5NE0ybHuhjr-0J4AaABAg,Bring the child for elder Deterville to pray for her. It's obvious the child needs spiritual intervention.,2026-03-05T13:01:52Z
P_cWxiIcuDI,depression,"Mother Pleads with Parents to Listen as Teen Battles Depression and Runs Away(MARCH 4TH, 2026)",Ugy5wdNnVFBdSj5zZht4AaABAg,I hope she's ok and comes back home society is so bad and sad right now people have no remorse no compassion no connection just rather you than me thinking sadly even family values are lost,2026-03-05T12:04:03Z
P_cWxiIcuDI,depression,"Mother Pleads with Parents to Listen as Teen Battles Depression and Runs Away(MARCH 4TH, 2026)",Ugy89g_XiAm1uZhqpIR4AaABAg,I feel your pain you have to go through it to know it,2026-03-05T11:20:02Z
P_cWxiIcuDI,depression,"Mother Pleads with Parents to Listen as Teen Battles Depression and Runs Away(MARCH 4TH, 2026)",Ugz8_TR9FnTtdsKzAkV4AaABAg,"Check her nutrition while give her therapy.. detox , deworm magnesium zinc vitamin b etc is helpful.. and the food we eat, but she needs  help. I pray she's found and return safe.",2026-03-05T10:30:20Z
P_cWxiIcuDI,depression,"Mother Pleads with Parents to Listen as Teen Battles Depression and Runs Away(MARCH 4TH, 2026)",UgwSMGr7EmcsK2Zjrph4AaABAg,"Well it's the news the best place to come discuss the girl's problems???? Get a grip
.. why say all of this on the news!!!!!... say she is missing and plead for help... no need to expose her conversations etc..",2026-03-05T07:24:48Z
P_cWxiIcuDI,depression,"Mother Pleads with Parents to Listen as Teen Battles Depression and Runs Away(MARCH 4TH, 2026)",Ugz6huc9alItiksXC814AaABAg,A teenager who leaves without their phone is not a good sign.,2026-03-05T01:51:34Z
HNEf7upp-tk,depression,Ammo night aindhi idhi depression time !!,Ugz1imvYKQnpRyImBRR4AaABAg,Like Pain😢,2026-03-05T18:53:18Z
mHMa74Gzlgk,depression,Enough Is Enough!🧐Reclaim Your Joy &amp; Defeat Depression!😇 #bible #jesus #positivity #depression,UgxYj1PDXHLjqWI3dH14AaABAg,"AMEN TEACHER!!!!!!!!  ""THE JOY OF THE LORD IS  MY STRENGTH , AND I WILL BE STRONG IN THE LORD, AND IN THE POWER OF HIS MIGHT""    THANK YOU ON TODAY TEACHER....... BE BLESSED❤",2026-03-05T12:15:00Z
mHMa74Gzlgk,depression,Enough Is Enough!🧐Reclaim Your Joy &amp; Defeat Depression!😇 #bible #jesus #positivity #depression,Ugw8Hc19CJWVGa9tmal4AaABAg,Functioning ok cautious,2026-03-05T11:26:46Z
mHMa74Gzlgk,depression,Enough Is Enough!🧐Reclaim Your Joy &amp; Defeat Depression!😇 #bible #jesus #positivity #depression,Ugzlae7OSW5DArWHpTZ4AaABAg,Thank you for this! I needed it today. I was just asking God why He allowed me to feel this way today. Even felt it for the 2 hours while listening to audio Bible. Maybe I was still listening to my own thoughts instead. God must have told me to bring my grattitude journal with me tomorrow earlier tonight. Thank you for the confirmation. 🙏✨️,2026-03-05T05:02:29Z
mHMa74Gzlgk,depression,Enough Is Enough!🧐Reclaim Your Joy &amp; Defeat Depression!😇 #bible #jesus #positivity #depression,UgxeWdL2JyRa94QM5MR4AaABAg,When I’m alone god visits me with nature telling me I’m here!?,2026-03-05T03:22:32Z
mHMa74Gzlgk,depression,Enough Is Enough!🧐Reclaim Your Joy &amp; Defeat Depression!😇 #bible #jesus #positivity #depression,Ugz7VdBRdLP7VgqOnYR4AaABAg,I always see him in nature I hope you get to know!,2026-03-05T03:21:35Z
mHMa74Gzlgk,depression,Enough Is Enough!🧐Reclaim Your Joy &amp; Defeat Depression!😇 #bible #jesus #positivity #depression,UgwlrxR3Gx1OiaDG-K14AaABAg,Thank you Man of God for this word of Encouragement ....I really needed it,2026-03-05T01:48:08Z
ecoRfzTYVC8,depression,ยา Sertraline #ยาต้านเศร้า #วิตกกังวล #ซึมเศร้า #depression #แพนิค,UgzFeBDYj2gNECZnvPl4AaABAg,ขอบพระคุณอย่างสูงค่ะคุณหมอที่ให้ความรู้ในยาตัวนี้ค่ะ,2026-03-06T00:43:10Z
Z0IrRHOGBog,depression,முன்கோபம் உடையவரா நீங்கள் #உளவியல் #psychologyfacts #psychology #angry #depression #reels,UgxOzyjIGqbBV02Q0YF4AaABAg,Correct,2026-03-05T11:11:24Z
Z0IrRHOGBog,depression,முன்கோபம் உடையவரா நீங்கள் #உளவியல் #psychologyfacts #psychology #angry #depression #reels,Ugx4RRfcRfc9kLIvswx4AaABAg,மிக மிக உண்மை,2026-03-05T03:03:15Z
Z0IrRHOGBog,depression,முன்கோபம் உடையவரா நீங்கள் #உளவியல் #psychologyfacts #psychology #angry #depression #reels,UgzLr8d7gEVf6yJFBlR4AaABAg,நீங்கள் சொல்லுவது அனைத்தும் 💯 உண்மை sir எனக்கு மட்டுமே சொன்னது போலவே உள்ளது இ‌ந்த காணொளி,2026-03-05T02:13:40Z
Z0IrRHOGBog,depression,முன்கோபம் உடையவரா நீங்கள் #உளவியல் #psychologyfacts #psychology #angry #depression #reels,UgyOGHPeXsIQUEdfZg54AaABAg,Yes sir 🙏,2026-03-05T02:12:52Z
vHLPz-yd_3o,depression,La depresión también es una enfermedad,Ugx3Yzumd4_mvutUo754AaABAg,Yop😢😢😢😢,2026-03-05T20:09:48Z
P6nKbwGoA8c,depression,My seasonal depression is defrosting ☀️🤭 #shortvideo,UgyT7XRZq5q-2ygyWDd4AaABAg,So Cute ❤,2026-03-05T21:04:27Z
P6nKbwGoA8c,depression,My seasonal depression is defrosting ☀️🤭 #shortvideo,UgyNOP9ctriWaQGhBkh4AaABAg,Alvinnnnn!!! 🐿️,2026-03-05T04:31:34Z
P6nKbwGoA8c,depression,My seasonal depression is defrosting ☀️🤭 #shortvideo,UgzPGYSR_YMQYRwDjqx4AaABAg,Sweet video 🤎❤️,2026-03-04T23:54:09Z
P6nKbwGoA8c,depression,My seasonal depression is defrosting ☀️🤭 #shortvideo,Ugx1GoqtNvwjXXwvlG54AaABAg,🤩🤩🤩🤩🤩🤩🤩🤩,2026-03-04T23:14:08Z
P6nKbwGoA8c,depression,My seasonal depression is defrosting ☀️🤭 #shortvideo,UgyfCKO9c1dOzgeUhCh4AaABAg,Enjoy my two favorite people ❤❤❤❤,2026-03-04T23:13:31Z
P6nKbwGoA8c,depression,My seasonal depression is defrosting ☀️🤭 #shortvideo,Ugyerv1PLW_cvEBDyh94AaABAg,Went forwards and backwards in a parking lot going no where fast 😂 super cute! 🤍,2026-03-04T22:01:32Z
kFNrY8SLH6s,depression,Versus Clips That Cure Depression (Part 11) | Left 4 Dead 2,Ugx5YFGtj_HN9z3VtMF4AaABAg,6:25 WTF,2026-03-05T13:19:44Z
kFNrY8SLH6s,depression,Versus Clips That Cure Depression (Part 11) | Left 4 Dead 2,Ugw1xrCAyGFzJutXqSN4AaABAg,Clips that cause depression when?,2026-03-05T12:56:47Z
